peso,altura,sexo,edad,tabaco,ubes,carneRoja,verduras,deporte,drogas,dietaEsp,nivEstPad,nivEstudios,nivIngresos
74.13,1.61,M,19,0,2,5,0,2,0,N,0,0,0
101.23,1.81,V,57,80,0,0,4,0,0,N,2,3,2
80.36,1.61,M,53,0,0,0,6,3,0,N,0,0,1
90.66,1.65,M,40,0,0,4,4,4,1,N,0,0,0
115.6,1.7,M,47,210,0,3,17,8,0,N,2,2,0
92.6,1.79,V,53,170,9,4,0,4,0,N,3,4,4
75.31,1.64,M,30,0,0,4,0,7,0,N,1,2,2
68.55,1.63,M,22,10,0,0,8,1,0,N,2,3,4
65.77,1.8,V,45,0,14,0,0,0,0,N,1,2,2
82.3,1.8,V,18,20,9,3,0,0,0,N,0,0,1
69.89,1.82,V,47,0,13,0,0,0,0,N,0,1,0
56.93,1.7,V,18,0,20,3,30,18,0,S,2,3,2
89.98,1.78,V,46,0,0,1,2,7,0,N,1,3,3
85.8,1.76,V,45,0,0,2,7,2,0,N,2,2,3
99.61,1.74,V,24,0,0,1,14,10,0,N,0,0,1
66.16,1.65,M,38,0,0,3,0,0,0,N,1,3,3
69.99,1.61,M,49,0,0,0,4,0,0,N,0,2,4
58.32,1.61,M,24,0,0,1,0,0,0,N,1,4,4
78.11,1.74,V,72,0,12,0,7,9,0,N,1,2,3
61.95,1.61,M,35,10,6,2,0,0,0,N,0,1,1
91.49,1.66,V,58,0,0,0,10,9,0,N,0,0,1
55.21,1.61,M,47,0,18,0,15,10,0,N,2,1,2
75.42,1.73,V,35,0,7,0,9,8,NA,N,1,2,3
94.3,1.77,V,44,0,12,0,24,20,0,N,0,1,0
97.52,1.8,V,53,0,0,1,0,7,0,N,1,2,2
82.99,1.75,V,40,0,5,0,13,7,1,N,1,1,0
63.15,1.73,V,44,0,14,6,0,5,0,N,2,2,1
90.43,1.82,V,19,0,0,0,0,0,0,N,0,1,2
95.68,1.69,V,36,70,0,1,0,0,0,N,0,1,0
87.59,1.75,V,48,0,0,4,12,1,0,N,0,1,1
76.44,1.77,V,24,20,0,4,7,5,0,N,2,4,4
89.21,1.76,V,68,0,1,1,0,0,1,N,0,1,1
78.1,1.72,V,53,0,4,3,0,2,0,N,1,0,1
78.9,1.7,V,34,0,0,4,24,10,4,N,3,4,3
72.48,1.76,V,56,0,0,0,0,0,0,N,3,4,3
84.22,1.67,M,46,0,0,0,9,11,0,N,1,2,2
88.62,1.68,M,50,50,0,5,5,3,0,N,0,2,2
71.54,1.64,M,22,30,12,0,4,5,0,N,1,0,0
88.6,1.71,V,53,100,0,4,1,0,0,N,3,4,3
100.86,1.73,M,37,0,0,2,0,8,0,N,0,0,1
97.73,1.79,V,18,0,0,0,5,0,0,N,0,0,0
69.71,1.68,M,35,60,7,4,0,1,2,N,2,3,3
79.69,1.69,V,37,0,0,8,0,0,1,N,0,1,0
69.15,1.65,M,18,0,0,2,9,3,0,S,0,3,3
71.93,1.71,M,23,0,1,4,3,0,0,N,0,2,4
81,1.71,M,48,0,0,0,0,0,0,N,1,1,3
112.78,1.86,V,25,0,0,0,23,15,5,N,1,2,2
52.63,1.71,M,18,0,16,0,5,0,0,N,1,4,4
77.76,1.8,V,20,0,2,3,0,0,7,N,1,2,2
109.58,1.79,V,56,120,0,3,5,5,1,N,1,3,2
57.9,1.71,V,39,20,14,0,0,5,0,N,1,4,4
66.96,1.71,V,45,0,7,3,0,2,0,N,2,3,3
48.55,1.62,M,54,0,20,0,24,14,0,N,1,2,3
85.5,1.72,V,47,0,0,3,0,0,0,N,1,1,1
103.17,1.7,V,36,130,0,0,9,10,0,N,1,3,3
103.39,1.69,M,36,130,0,4,13,6,0,N,1,2,1
94.1,1.78,V,24,70,0,1,9,0,0,N,1,2,2
92.62,1.76,V,18,0,0,1,0,3,0,N,1,1,0
76.85,1.59,M,39,0,0,1,3,6,0,S,2,1,1
85.68,1.71,V,34,60,0,2,0,0,0,N,1,2,2
71.27,1.64,M,80,40,11,0,12,6,0,N,3,3,2
74.48,1.74,V,33,0,7,0,0,0,0,N,0,0,0
96.81,1.7,M,36,120,7,0,1,9,0,N,1,1,1
70.33,1.73,V,33,0,1,0,10,4,1,S,2,4,3
81.88,1.62,M,61,0,0,0,0,4,0,N,1,0,1
74.87,1.65,V,36,10,0,0,14,7,0,N,1,3,2
75.46,1.63,M,36,0,2,0,5,4,0,N,0,1,2
80.52,1.77,V,22,0,3,0,13,13,4,N,4,4,4
102.96,1.73,V,59,0,0,0,15,14,0,N,1,1,1
51.01,1.63,M,52,10,9,0,11,0,0,N,1,3,3
80.54,1.75,V,26,0,2,0,0,5,0,N,0,2,2
78.5,1.82,V,27,0,0,0,3,0,0,N,1,3,3
97.09,1.68,V,43,160,0,3,2,0,0,N,1,3,2
61.36,1.67,V,26,0,3,1,0,1,0,N,1,4,4
58.96,1.7,M,25,0,8,0,0,0,0,N,0,3,3
96.5,1.67,M,27,0,0,4,2,13,0,N,0,0,0
63.25,1.62,M,54,0,0,3,0,1,0,N,3,4,4
109.53,1.7,V,33,230,0,3,0,1,2,N,1,2,2
60.91,1.58,M,68,110,18,0,8,3,6,S,2,3,3
103.39,1.69,M,34,150,0,4,10,9,0,S,1,3,4
82.98,1.68,V,29,10,0,3,6,10,1,N,1,3,3
62.83,1.69,M,21,0,0,5,0,5,0,N,4,4,4
126.24,1.79,V,50,110,0,2,18,8,0,N,1,1,1
59.4,1.67,V,34,0,8,3,0,6,5,N,3,4,3
90.65,1.75,V,18,0,0,0,0,0,0,N,0,0,1
80.47,1.72,V,54,0,0,4,0,4,0,N,2,3,3
79.97,1.63,M,47,40,0,1,8,0,0,N,0,1,2
98.5,1.68,V,40,130,0,4,9,10,0,N,2,4,4
92.39,1.81,V,25,0,0,0,14,4,0,S,1,1,3
78.99,1.76,V,29,80,11,0,2,0,3,N,2,2,2
99.2,1.84,V,40,110,0,0,0,0,3,N,3,4,3
70.74,1.64,M,18,30,0,0,0,1,0,N,1,3,4
75.82,1.77,V,18,70,13,0,6,8,0,N,1,2,1
65.22,1.56,M,24,10,7,1,0,0,0,N,0,0,0
79.02,1.74,V,45,0,3,7,0,0,0,N,1,2,2
75.94,1.79,V,39,0,0,3,0,0,0,S,2,4,3
74.39,1.58,M,53,70,5,1,0,0,12,N,2,2,3
87.5,1.74,M,54,10,2,0,2,0,0,N,0,0,0
65.61,1.62,M,34,130,13,1,9,0,0,N,0,2,2
92.29,1.65,M,69,0,3,2,0,5,0,N,0,0,0
59.8,1.66,V,27,0,1,7,2,0,0,N,3,4,4
91.13,1.74,V,40,0,0,2,10,11,0,N,2,2,3
71.97,1.75,V,50,0,4,0,6,0,0,N,2,2,4
49.6,1.66,M,28,110,32,4,5,2,0,N,1,2,0
97.26,1.76,V,45,0,0,0,22,17,0,N,2,3,2
80.83,1.69,M,24,50,0,1,0,0,0,N,2,1,2
87.09,1.73,V,61,0,2,6,0,0,0,N,1,1,2
72.51,1.67,V,61,0,1,3,0,4,0,N,1,3,2
73.96,1.64,M,55,0,6,0,18,14,0,N,2,3,3
79.97,1.63,M,31,70,9,0,8,8,0,N,1,1,0
74.56,1.77,V,49,0,2,3,1,1,0,N,2,4,4
91.41,1.72,V,67,40,0,0,0,4,0,N,2,2,2
67.18,1.62,M,62,0,11,0,20,11,0,N,1,2,0
62.25,1.81,V,28,0,15,1,14,6,0,N,2,3,3
86.83,1.69,M,36,0,0,8,0,10,0,N,1,3,2
97.27,1.78,V,49,0,0,0,9,4,1,N,1,2,2
99.65,1.79,V,69,120,10,3,8,10,0,N,2,4,4
84.39,1.7,V,58,30,0,0,8,6,0,N,1,2,3
69.08,1.63,M,59,0,0,0,20,4,0,N,1,3,3
100.03,1.66,M,45,80,6,0,15,13,4,N,2,0,0
75.5,1.77,V,57,0,0,6,8,0,0,N,2,4,4
96.07,1.73,V,21,0,0,1,4,9,5,N,0,1,1
76.69,1.67,V,71,0,0,2,0,7,0,N,2,4,4
116.96,1.71,M,21,290,1,0,16,5,0,N,1,2,1
103.86,1.68,M,51,0,0,6,24,19,0,N,0,1,1
60.98,1.65,M,19,0,8,0,24,10,0,N,1,3,3
57.67,1.79,V,18,0,19,3,3,0,0,N,2,2,2
83.34,1.77,V,38,0,0,0,17,7,0,S,1,3,2
60.36,1.62,M,41,0,12,1,16,6,0,N,0,1,0
106.64,1.66,M,41,120,0,3,0,4,0,N,1,1,0
52.63,1.71,V,18,40,17,0,2,2,0,N,1,3,3
62.28,1.71,V,48,20,12,1,17,4,0,N,0,2,4
83.65,1.78,V,80,0,0,1,5,4,0,N,3,4,2
64.55,1.64,M,40,0,2,4,13,2,0,N,2,3,1
62.17,1.63,M,24,0,0,8,0,0,0,S,1,3,4
61.18,1.6,M,32,20,6,0,0,2,0,N,0,2,2
72.81,1.59,M,21,60,0,2,10,0,0,N,1,2,1
79.48,1.67,M,20,0,7,0,16,12,2,N,0,1,1
97.08,1.79,V,64,0,0,5,14,18,0,N,2,4,4
74.56,1.71,V,21,0,0,0,10,0,0,N,1,3,2
88.13,1.67,M,43,120,0,0,13,1,0,N,1,2,4
73.86,1.63,M,34,0,0,4,0,5,0,N,2,3,1
72.89,1.75,M,58,50,10,4,7,0,2,N,1,2,2
56.8,1.72,M,29,0,10,2,9,0,0,N,0,1,4
78.41,1.8,V,33,0,2,0,0,5,0,N,3,4,2
99.49,1.78,V,36,80,5,4,18,9,0,N,0,1,2
86.3,1.65,M,34,0,0,0,10,10,0,N,0,0,0
73.41,1.7,V,26,0,0,8,0,0,0,N,1,2,2
74.01,1.79,V,18,0,6,6,5,2,2,N,1,2,2
101.47,1.71,V,18,0,0,0,0,13,0,N,0,0,1
45.51,1.59,M,38,0,17,0,6,2,0,N,1,2,2
87.68,1.69,V,54,10,0,2,0,7,0,N,2,2,3
104.68,1.71,V,78,0,0,4,8,7,0,N,0,0,0
63.98,1.69,M,30,0,0,0,8,0,0,N,2,3,4
84.25,1.76,V,24,0,0,1,22,10,0,N,2,3,4
81.87,1.71,V,22,10,0,7,0,0,0,N,0,1,1
74.23,1.64,M,25,110,6,7,17,2,0,N,1,2,3
88.43,1.79,V,25,0,2,5,0,5,0,N,1,2,1
78.69,1.72,V,38,0,0,3,6,0,0,N,0,3,4
73.1,1.61,M,27,0,0,0,0,0,0,N,1,1,1
77.57,1.6,M,57,0,10,2,9,15,2,N,1,1,1
80.57,1.62,M,42,0,0,0,7,14,2,N,1,2,2
77.38,1.77,V,53,0,4,0,0,3,2,N,1,2,2
90.82,1.72,V,24,70,0,0,12,3,0,N,1,1,2
63.77,1.62,M,24,120,12,0,5,3,0,N,3,4,3
85.51,1.81,V,43,0,7,0,0,8,6,N,0,2,2
95.66,1.81,V,57,0,6,0,0,11,1,N,1,1,3
75.52,1.82,V,23,0,10,2,5,2,0,N,0,0,0
93.57,1.71,V,25,100,7,0,10,8,0,N,1,1,3
65.66,1.58,M,25,0,0,0,0,0,0,N,2,2,3
84.24,1.8,V,26,0,0,1,0,4,0,N,1,3,2
76.32,1.71,V,18,10,0,5,3,6,0,N,1,3,3
76.87,1.7,M,32,0,0,0,21,4,0,N,0,2,3
80.54,1.76,M,18,0,2,2,19,10,2,N,1,2,2
111.78,1.75,V,60,0,0,0,36,26,0,N,1,3,1
80.6,1.67,M,66,0,10,0,0,16,0,S,2,2,3
83.14,1.82,V,29,0,1,2,0,0,0,N,2,3,3
72.47,1.66,V,37,0,0,0,0,0,0,N,2,3,4
51.41,1.69,V,32,0,13,0,10,9,0,N,2,4,4
78.21,1.84,V,20,110,15,1,3,4,2,N,3,4,3
66.69,1.63,M,40,0,0,0,0,0,0,N,1,2,2
76.52,1.63,M,38,0,0,1,1,0,0,N,1,2,1
74.82,1.84,V,57,0,14,0,19,4,1,N,1,1,2
78.07,1.71,V,49,0,0,0,9,0,NA,N,0,3,3
73.66,1.68,M,30,0,0,0,3,0,0,N,1,2,1
76.37,1.62,M,47,40,0,3,1,0,NA,N,1,2,3
85.02,1.61,M,20,100,0,2,0,7,7,N,2,3,3
62.72,1.6,M,29,0,0,8,0,0,0,N,1,4,3
78.71,1.73,V,67,0,6,1,10,3,0,S,1,1,1
55.41,1.64,M,47,0,12,4,1,0,0,N,2,2,2
83.1,1.53,M,33,180,5,3,0,1,0,N,1,1,1
93.1,1.83,V,41,0,2,6,2,0,0,N,0,0,0
98.05,1.79,V,29,10,0,0,10,5,0,N,0,1,1
66.08,1.71,M,32,0,7,0,0,3,0,N,1,3,3
52.63,1.71,V,41,0,19,6,0,0,0,N,2,2,1
75.34,1.59,M,34,0,0,4,14,10,0,S,0,2,3
87.27,1.72,M,35,140,1,7,0,0,0,N,2,4,3
83.23,1.7,M,54,0,0,0,0,0,0,N,0,1,1
104.62,1.84,V,30,10,0,2,0,1,0,N,0,0,0
66.42,1.77,V,35,0,17,0,10,6,5,N,0,1,0
56.39,1.77,M,41,20,17,3,6,2,0,N,1,2,2
85.6,1.73,V,67,0,0,0,1,1,0,N,2,2,1
83.22,1.66,M,28,130,0,0,0,0,0,N,3,4,4
83.56,1.74,M,28,0,0,0,4,4,0,N,1,2,2
65.12,1.8,V,31,40,22,0,29,11,0,N,1,0,1
65.98,1.69,V,23,0,0,0,6,0,0,N,2,3,3
92.06,1.81,V,38,0,0,2,0,0,0,N,0,1,0
94.79,1.76,V,60,0,0,0,0,6,0,N,1,2,1
60.35,1.72,V,18,0,11,1,7,0,0,N,0,1,1
85.83,1.7,V,52,0,0,0,7,3,0,N,1,1,3
66.69,1.66,M,38,0,5,3,0,0,0,N,1,2,3
92.48,1.73,V,43,100,7,0,0,2,0,N,0,1,1
76.9,1.71,V,27,0,0,2,2,5,0,N,2,2,2
84.1,1.73,V,30,20,0,0,0,0,1,N,1,1,0
72,1.63,M,51,0,0,1,17,8,0,N,1,4,4
103.49,1.79,V,30,0,0,0,13,7,0,N,1,0,1
84.47,1.74,V,49,0,0,2,0,0,0,N,2,2,0
79.13,1.59,M,58,0,0,0,27,15,1,S,1,2,3
101.03,1.82,V,40,0,0,5,0,11,1,N,2,3,3
70.66,1.6,M,28,0,0,1,6,6,0,N,1,2,3
55.37,1.62,M,59,0,18,2,13,12,0,N,2,3,2
62.94,1.64,V,56,0,0,0,3,0,0,N,2,4,3
86.51,1.8,V,41,20,0,2,7,6,0,N,1,3,4
100.59,1.72,V,41,110,0,0,0,2,0,N,0,1,0
92.49,1.75,V,36,0,7,0,0,10,0,N,0,0,2
80.74,1.79,V,49,80,11,0,0,0,7,N,2,3,3
71.01,1.64,M,20,40,18,0,0,14,0,N,1,0,0
86.73,1.67,V,59,0,0,0,2,3,0,N,0,0,1
67.25,1.71,V,18,0,0,1,0,0,0,N,1,2,3
47.24,1.62,M,62,100,25,3,8,0,0,N,1,3,4
92.28,1.79,V,26,0,0,4,4,7,0,N,1,2,3
68.51,1.59,M,46,0,0,2,0,0,0,N,2,2,2
62.63,1.84,V,62,0,17,0,1,1,1,S,1,2,4
89.01,1.66,M,60,100,0,3,0,0,0,N,1,2,3
73.86,1.63,M,69,0,0,0,0,0,0,N,1,2,2
76.36,1.78,V,42,0,0,3,0,0,1,N,2,3,4
83.85,1.65,M,46,0,6,1,1,8,0,N,1,0,1
77.97,1.69,M,56,0,0,0,0,0,0,N,0,1,3
58.58,1.72,M,18,0,0,0,10,2,0,N,2,4,4
83.01,1.54,M,26,40,0,2,24,15,0,N,1,1,0
71.65,1.66,M,33,0,0,5,0,1,0,N,2,3,4
54.5,1.74,M,31,0,14,0,3,0,5,N,2,3,4
59.86,1.73,M,26,0,6,7,7,3,0,N,1,4,2
87.76,1.78,V,48,0,1,0,1,0,0,N,1,2,1
82.38,1.78,V,18,0,0,0,14,0,0,N,1,1,1
57.03,1.78,V,18,0,14,4,1,2,4,N,1,3,2
55.76,1.76,V,18,0,17,4,0,2,0,N,0,2,3
96.32,1.78,V,18,150,0,3,0,0,0,N,1,3,3
55.32,1.68,M,48,0,8,1,10,0,0,N,2,3,3
58.54,1.76,V,60,0,13,0,0,0,0,S,2,2,1
92.69,1.71,V,43,0,0,3,14,10,2,S,1,2,3
76.5,1.65,M,52,0,3,0,0,1,0,N,0,1,3
75.95,1.75,V,18,20,0,1,10,4,0,N,2,3,4
84.53,1.75,V,44,0,0,0,3,5,0,N,0,3,4
71.65,1.66,M,28,0,0,0,13,5,3,N,2,3,2
82.9,1.63,M,40,80,1,0,0,0,0,N,1,1,0
75.02,1.67,M,44,0,0,0,7,3,0,N,0,3,3
65.9,1.64,V,37,0,6,1,13,4,0,N,1,2,1
59.65,1.6,M,51,0,14,2,21,15,0,N,2,2,3
71.59,1.72,V,49,0,2,0,5,3,0,N,3,4,3
91.79,1.77,V,18,0,0,0,10,0,0,N,0,0,0
77.82,1.73,V,55,10,8,2,17,10,0,N,2,3,3
82.22,1.65,M,18,50,0,0,11,6,0,N,1,2,2
70.41,1.72,M,56,0,0,0,12,3,4,N,3,4,3
47.24,1.62,M,18,0,12,0,0,0,0,N,1,3,3
76.92,1.72,M,46,0,0,3,0,0,0,N,2,2,2
83.54,1.68,V,34,10,0,5,7,0,0,N,1,1,0
81.29,1.71,V,45,0,0,2,0,1,2,N,0,1,2
77.2,1.71,V,28,0,0,4,0,0,0,N,2,3,4
87.66,1.76,V,47,0,0,2,15,5,0,N,2,2,1
64.16,1.58,M,33,140,16,0,0,4,3,N,1,2,2
77.58,1.63,M,51,10,0,0,17,13,0,N,3,4,4
76.3,1.7,V,48,0,0,0,8,6,0,N,2,3,3
84.91,1.79,V,47,0,0,0,13,1,0,N,1,2,2
54.14,1.72,V,18,0,8,3,4,4,0,N,2,4,4
46.08,1.6,M,65,0,20,2,1,2,0,N,3,4,4
85.34,1.67,M,43,0,7,2,25,14,0,N,0,0,0
59.62,1.82,V,18,0,15,2,4,2,0,N,1,3,3
100.57,1.7,V,48,80,0,0,0,6,0,N,0,2,2
68.69,1.8,V,62,0,11,5,0,0,0,N,0,2,3
57.99,1.65,M,19,50,7,3,21,0,0,N,3,3,2
55.12,1.75,M,52,0,9,4,0,0,0,N,2,4,2
73.94,1.77,V,50,0,0,0,0,0,0,N,2,4,3
63.49,1.6,M,18,0,0,0,0,2,2,N,2,3,1
79.87,1.68,M,53,10,0,3,0,0,0,N,1,1,2
82.18,1.6,M,18,0,3,0,9,14,0,N,1,1,0
75.58,1.76,V,49,10,1,0,18,6,0,N,3,4,4
89.19,1.68,M,33,0,0,0,6,4,2,N,0,0,1
98.7,1.74,M,31,60,0,1,10,10,0,N,2,3,4
67.17,1.78,V,52,0,5,2,22,6,1,N,2,4,4
55.12,1.75,V,18,10,12,8,0,0,0,N,2,3,4
73.72,1.76,V,30,0,4,0,0,5,0,N,2,4,2
65.84,1.61,M,22,0,0,7,0,3,0,N,3,3,2
79.14,1.79,V,26,50,8,3,0,4,0,S,2,2,3
72.56,1.59,M,18,0,0,0,0,9,0,N,1,2,3
74.5,1.64,M,37,0,0,2,0,0,0,N,0,1,2
72.06,1.74,V,62,0,0,3,6,0,0,N,2,3,4
83.04,1.71,V,48,0,0,1,1,6,0,N,1,3,4
84.11,1.68,V,34,50,0,8,0,0,2,S,1,2,2
83.39,1.83,V,51,0,4,0,5,4,5,N,2,3,4
55.76,1.76,V,23,0,8,6,0,0,0,N,1,3,3
90.38,1.66,M,68,10,0,0,13,10,0,N,2,2,2
78.41,1.73,V,37,0,0,3,0,0,0,N,1,3,2
102.53,1.79,V,22,130,0,4,0,0,0,N,1,1,2
80.84,1.74,V,64,10,0,2,19,6,0,N,2,3,4
85,1.73,V,21,0,0,6,11,6,0,N,1,1,2
92.78,1.73,V,39,70,0,2,6,13,0,N,4,4,4
77.33,1.68,M,44,0,4,0,5,0,0,N,0,1,1
94.07,1.82,V,55,100,0,1,6,0,0,N,2,4,4
69.02,1.59,M,36,0,0,2,0,0,0,N,1,1,0
73.86,1.63,M,26,0,12,1,21,14,0,N,0,0,0
97.04,1.72,V,63,60,0,4,0,2,0,N,1,1,1
80.17,1.72,V,41,0,0,0,0,1,0,N,1,3,4
72.58,1.75,V,19,0,0,0,0,1,0,N,1,3,3
95.11,1.69,M,34,0,0,0,6,8,4,N,0,1,0
86.98,1.72,M,35,0,0,0,2,0,4,N,0,0,0
75.43,1.61,M,45,10,0,5,17,10,0,N,1,3,3
61.81,1.68,V,42,70,8,1,1,0,3,N,3,4,4
77.43,1.66,V,54,0,0,0,0,1,0,N,0,2,2
52.45,1.64,M,18,0,11,0,15,9,0,N,4,4,4
78.11,1.63,V,58,0,4,3,8,9,0,N,1,2,1
63.1,1.66,M,34,0,11,0,0,0,0,S,1,1,0
81.16,1.76,V,32,20,3,4,0,2,4,N,1,2,3
66.76,1.75,V,18,0,0,0,4,0,0,N,3,4,3
92.46,1.63,M,72,50,0,0,16,5,0,N,1,2,2
49.22,1.64,M,41,0,10,0,0,0,0,N,2,3,2
101.18,1.72,V,64,0,1,0,4,12,0,N,0,1,1
97.79,1.83,V,49,0,0,3,25,14,0,N,1,3,4
67.51,1.66,M,39,0,0,0,5,4,0,N,2,4,4
93.47,1.78,V,33,0,3,0,2,8,0,N,0,1,3
80.23,1.76,V,38,0,0,3,0,2,0,N,1,3,3
64.03,1.63,M,64,0,1,4,0,0,0,N,3,3,3
93.44,1.84,V,47,0,0,0,0,0,0,N,0,2,2
63.59,1.67,V,48,0,0,4,0,0,0,N,3,4,4
71.12,1.67,M,18,0,10,3,8,5,6,N,1,0,0
65.61,1.65,M,25,0,2,3,0,0,0,N,0,2,3
58.32,1.8,V,18,0,13,0,1,0,0,N,2,3,3
75.64,1.68,M,52,0,0,0,1,1,0,N,2,2,2
77.06,1.6,M,48,0,0,0,0,0,0,N,0,0,0
71.38,1.7,M,39,40,3,0,10,2,0,N,1,4,3
81.77,1.75,V,41,0,0,5,3,0,0,N,1,1,2
104.39,1.85,V,74,0,2,0,14,4,0,N,1,1,0
67.05,1.7,V,18,0,16,6,0,10,0,N,0,1,1
80.59,1.65,M,24,90,0,0,0,0,0,N,1,3,2
89.67,1.78,V,25,0,0,3,14,7,NA,N,2,2,2
64.4,1.79,V,18,0,11,1,2,0,0,N,0,1,0
90.32,1.68,V,72,0,0,5,12,8,0,N,0,2,2
86.37,1.68,V,37,130,13,3,7,3,11,N,0,1,1
57.29,1.68,M,35,0,6,0,0,0,0,N,2,3,4
82.83,1.69,M,22,0,0,0,0,3,0,N,0,0,0
61.35,1.73,V,32,0,13,0,6,0,0,N,1,1,0
96.79,1.71,M,49,0,0,0,14,14,0,N,0,1,2
80.21,1.73,M,37,0,0,0,0,3,0,N,2,2,3
83.91,1.75,V,25,0,3,0,15,5,0,N,0,1,0
81.65,1.8,V,50,0,2,0,16,0,0,N,0,2,2
78.18,1.68,M,36,0,0,2,0,0,0,N,0,1,0
63.45,1.73,M,23,0,9,5,4,4,0,N,1,2,2
82.12,1.66,M,28,20,0,0,0,0,1,N,0,0,0
100.76,1.78,V,35,0,0,0,21,17,0,N,1,3,2
64.16,1.7,M,57,40,10,1,8,3,0,N,1,4,2
74.65,1.76,M,65,0,11,2,0,0,0,N,1,1,0
75.15,1.71,M,18,0,0,0,9,1,5,N,0,2,3
70.76,1.71,V,38,0,5,1,0,9,0,N,4,4,3
68.29,1.75,V,57,0,15,0,3,13,0,N,1,4,3
78.09,1.67,M,23,0,0,0,0,2,0,N,0,2,1
79.31,1.73,M,77,0,4,2,0,0,0,N,1,2,2
97.61,1.67,M,51,130,0,4,0,0,0,N,2,2,2
61.47,1.78,V,49,0,13,0,0,5,0,N,0,2,4
67.51,1.66,V,56,0,9,0,0,4,0,N,0,2,3
62.66,1.68,M,56,10,7,0,4,0,0,N,1,4,2
72.43,1.73,V,46,0,13,6,2,9,0,N,0,0,1
69.81,1.62,M,71,0,0,0,4,4,0,N,2,3,3
80.51,1.73,V,53,0,6,0,4,10,4,N,2,3,2
62.99,1.62,M,36,80,9,0,0,1,0,N,2,3,4
85.06,1.83,V,60,0,0,1,7,1,0,N,1,3,3
89.35,1.78,V,18,0,0,0,29,10,0,N,1,2,3
99.8,1.78,V,18,0,0,0,19,14,0,N,1,2,0
75.72,1.63,M,49,0,1,0,10,5,0,N,1,3,3
67.97,1.62,M,60,0,4,1,0,0,0,N,1,1,1
48.99,1.61,M,39,60,15,0,2,0,0,N,2,2,2
91.09,1.83,V,18,0,2,2,16,13,0,N,3,3,4
53.14,1.63,M,26,0,4,0,1,0,0,N,4,4,4
67.78,1.64,M,41,0,0,2,5,0,0,N,2,4,3
81.95,1.72,M,37,0,0,0,19,11,0,N,2,3,3
53.25,1.72,V,52,0,13,5,4,0,0,N,1,3,2
70.76,1.71,V,19,70,16,0,19,12,0,N,0,2,2
90.35,1.71,M,50,20,0,0,7,0,0,N,0,0,1
65.83,1.55,M,30,0,0,2,0,5,0,N,1,3,2
76.82,1.76,V,71,0,12,2,0,2,0,N,1,1,0
99.64,1.65,M,30,90,0,2,12,16,2,N,1,3,3
57.29,1.68,V,39,90,16,0,7,0,5,N,1,2,1
64.83,1.63,M,18,0,0,0,0,3,0,N,3,3,4
98.35,1.57,M,60,160,0,4,0,0,0,S,1,0,1
117.47,1.74,V,38,160,0,0,13,9,0,N,1,1,1
69.14,1.73,V,43,0,2,1,31,7,0,N,3,4,4
82.75,1.71,M,40,0,2,0,5,6,0,N,1,2,1
67.12,1.69,M,18,0,1,1,0,0,0,N,3,3,3
74.66,1.63,M,41,30,4,1,4,6,0,N,1,1,0
70.28,1.67,M,32,100,17,0,17,7,0,N,0,1,2
78.53,1.66,M,18,0,5,3,13,6,0,N,0,0,0
65.71,1.56,M,55,0,8,0,8,4,0,N,1,0,0
86.12,1.82,V,39,0,2,3,0,3,0,N,1,2,2
92.4,1.71,M,62,30,0,0,0,0,NA,N,1,1,0
123.9,1.76,V,38,240,0,1,9,0,3,N,2,2,2
52.75,1.62,M,58,0,11,2,6,2,0,N,0,3,3
61.72,1.77,V,56,0,14,2,0,0,2,N,0,2,4
97.08,1.75,V,44,0,0,5,0,5,0,N,0,0,2
77.71,1.66,M,53,0,0,3,0,0,5,N,0,1,2
80.6,1.57,M,72,0,2,1,4,8,0,N,0,1,2
52.99,1.6,M,32,0,3,0,0,0,0,N,3,4,3
48.62,1.63,M,44,0,11,4,0,0,0,N,1,3,2
70.25,1.61,M,33,0,1,5,0,0,6,N,1,1,1
70.76,1.61,M,34,0,0,3,1,0,0,N,1,1,1
71.3,1.72,M,41,20,12,0,6,5,0,N,2,2,2
71.12,1.68,V,53,0,13,2,9,12,0,N,0,1,1
58.06,1.73,V,18,0,3,4,10,0,0,N,4,4,4
73.62,1.77,V,36,0,0,0,14,3,0,N,1,3,2
49.6,1.66,V,18,0,18,4,6,7,0,N,2,4,3
80.21,1.73,V,26,0,0,4,0,0,0,N,0,2,2
105.74,1.79,V,20,60,0,2,0,2,0,N,1,0,1
65.98,1.59,M,52,0,0,9,0,0,0,N,2,4,4
80.83,1.62,M,54,0,0,4,10,8,0,N,0,2,3
75.39,1.74,V,18,0,0,5,0,1,0,N,2,2,1
79.93,1.74,M,41,0,0,2,12,7,0,N,3,3,3
113.71,1.9,V,56,0,0,0,0,1,0,N,1,0,1
51.37,1.68,V,46,0,12,0,0,0,0,N,1,2,3
80.85,1.76,V,30,0,4,0,4,7,0,N,1,3,4
73.85,1.66,M,26,0,2,5,0,0,0,N,0,2,1
98.55,1.7,M,41,100,0,0,0,0,1,N,1,1,2
74.5,1.6,M,47,0,0,0,11,11,0,N,2,4,2
77.73,1.64,M,31,20,0,2,10,12,0,N,2,4,4
78.34,1.6,M,26,0,1,1,23,11,0,N,0,0,0
99.13,1.71,V,32,20,0,1,17,15,0,N,0,1,2
83.43,1.59,M,63,140,8,0,5,11,0,N,2,3,4
70.94,1.63,M,59,0,0,0,11,0,0,N,2,2,2
